word,frequency,pos,example_sentence
स्कंद,1.0,NOUN,स्कंद पुराण में कई कथाएँ मिलती हैं।
छोटेपन,1.0,NOUN,वह अपने छोटेपन को छिपाता नहीं है।
छोटापन,1.0,NOUN,उसका छोटापन सभी को पसंद है।
पॉटर,1.0,NOUN,वह हैरी पॉटर की फिल्में देखना पसंद करता है।
पैराट्रूपर,1.0,NOUN,पैराट्रूपर युद्ध के समय अहम भूमिका निभाते हैं।
पोर्ट्रेट,1.0,NOUN,उसने एक खूबसूरत पोर्ट्रेट बनाया।
पोर्टल,1.0,NOUN,अब छात्रों का पोर्टल खुला है।
पोर्ट लुई,1.0,NOUN,पोर्ट लुई मॉरीशस की राजधानी है।
अनुरक्त,1.0,ADJ,वह अपने काम के प्रति अनुरक्त है।
पोता,1.0,NOUN,मेरे पोता बहुत होशियार है।
अनुमति लेकर,1.0,VERB,मैंने अनुमति लेकर ही कार्यक्रम में भाग लिया।
पोत,1.0,NOUN,पोत को समुद्र में उतारा गया।
पोंछा,1.0,VERB,उन्होंने फर्श को अच्छी तरह से पोंछा।
अनुस्,1.0,PRON,अनुस् कोई परेशानी नहीं होगी।
सौतेली,1.0,ADJ,उसकी सौतेली माँ बहुत अच्छी है।
सौतेला,1.0,ADJ,राम ने हमेशा अपने सौतेले भाई की मदद की।
सौंपी,1.0,VERB,उसने अपनी जिम्मेदारियाँ मुझे सौंपी।
प्यादा,1.0,NOUN,शतरंज के खेल में प्यादा महत्वपूर्ण भूमिका निभाता है।
प्याज़,1.0,NOUN,सब्जी में प्याज़ डालने से स्वाद बढ़ जाता है।
सौंपकर,1.0,VERB,उसने प्रोजेक्ट की सामग्री सौंपकर छुट्टी ली।
स्टेडियम,1.0,NOUN,मैच के दौरान स्टेडियम खचाखच भरा था।
छुड़ाया,1.0,VERB,उसने दोस्त को परेशानी से छुड़ाया।
छुड़ाने,1.0,VERB,वह अपने कुत्ते को डॉक्टर की सहायता से छुड़ाने की कोशिश करता है।
छुड़ाऊँगा,1.0,VERB,"मैं यह काम छुड़ाऊँगा, तुम चिंता मत करो।"
छेड़े,1.0,VERB,उसे छेड़े बिना बात करने की आदत है।
छेड़के,1.0,VERB,उन्होंने मजाक छेड़के माहौल हल्का कर दिया।
छेड़कर,1.0,VERB,उसने नया गाना छेड़कर सबको आनंदित किया।
स्केच,1.0,NOUN,उसने कागज पर स्केच बनाना शुरू किया।
स्कूल के पास,1.0,POSTPOSITION,हमारा घर स्कूल के पास है।
स्त्रियों,1.0,NOUN,स्त्रियों की जिम्मेदारियाँ समाज में बड़ी होती हैं।
छेड़,1.0,NOUN,उसकी छेड़ के कारण सबको हंसी आ गई।
स्तुति,1.0,NOUN,भगवान की स्तुति करना सबके लिए आवश्यक है।
स्तरीय,1.0,ADJ,यह एक उच्च स्तरीय उत्पाद है।
छूमंतर,1.0,ADV,वह छूमंतर होकर गायब हो गया।
अनुपस्थिति,1.0,NOUN,उसकी अनुपस्थिति में मीटिंग स्थगित हो गई।
अनुपयोगी,1.0,ADJ,यह अनुपयोगी जानकारी है।
अनुनय,1.0,NOUN,उसके अनुनय पर मैं राज़ी हो गया।
अनुदेश,1.0,NOUN,शिक्षक ने छात्रों को अनुदेश दिया।
अनुत्,1.0,PRON,अनुत् उसने गलत जवाब दिया।
अनुज्ञुता,1.0,NOUN,सरकार की अनुज्ञुता मिलने का इंतजार कर रहे हैं।
छूते,1.0,VERB,वह सफलता के शिखर को छूते ही रुकता नहीं है।
अनुलग्न,1.0,PRON,अनुलग्न जानकारी सही नहीं थी।
पौदावार,1.0,NOUN,इस वर्ष फसल की पौदावार अच्छी रही।
पौंछे,1.0,VERB,गर्मी में पौंछे के बिना रहना मुश्किल है।
स्ट्रगल,1.0,NOUN,उनकी जिंदगी में स्ट्रगल बहुत था।
पोड़ा,1.0,NOUN,उसके हाथ में एक बड़ा पोड़ा हो गया।
स्टैच्यू,1.0,NOUN,यहाँ स्टैच्यू ऑफ लिबर्टी का एक सुंदर मॉडल है।
स्टैंडर्ड,1.0,NOUN,उस उत्पाद की स्टैंडर्ड बहुत उच्च है।
स्थापक,1.0,NOUN,वह संगठन के स्थापक सदस्य हैं।
स्थानीयता,1.0,NOUN,उसके विचार स्थानीयता के पक्ष में थे।
स्थानिक,1.0,ADJ,यह एक स्थानिक मुद्दा है।
स्थानापन्न,1.0,NOUN,वह टीम में स्थानापन्न खिलाड़ी था।
स्थानदान,1.0,NOUN,समारोह में स्थानदान का खास महत्व था।
पोहा,1.0,NOUN,पोहा मेरा पसंदीदा नाश्ता है।
प्रकरण,1.0,NOUN,यह एक महत्वपूर्ण प्रकरण है।
अनिश्च,1.0,NOUN,उस मुद्दे पर अभी भी अनिश्च बना हुआ है।
अनिलचंद्र,1.0,NOUN,अनिलचंद्र हमारे परिवार के मित्र हैं।
प्रकटीकरण,1.0,NOUN,सत्य का प्रकटीकरण होना बहुत जरूरी है।
प्यासे,1.0,ADJ,प्यासे व्यक्ति को पानी पिलाना चाहिए।
अनुभवहीन,1.0,ADJ,वह एक अनुभवहीन खिलाड़ी है।
अनुभवशील,1.0,ADJ,अनुभवशील शिक्षक बच्चों को अच्छी तरह समझाते हैं।
छिलके,1.0,NOUN,सेब के छिलके हटाना मत भूलना।
स्थगित,1.0,VERB,बैठक को अगले सप्ताह तक स्थगित कर दिया गया।
छुरी,1.0,NOUN,रसोई में एक अच्छी छुरी होनी चाहिए।
स्त्रीलिंग,1.0,NOUN,"हिंदी में ""लड़की"" शब्द स्त्रीलिंग है।"
स्नेहलता,1.0,NOUN,उसकी स्नेहलता सबको आकर्षित करती है।
स्नेहयुक्त,1.0,ADJ,उसकी बातें स्नेहयुक्त होती हैं।
स्नेहमयी,1.0,ADJ,वह स्नेहमयी महिला है।
छुपाए,1.0,VERB,सच्चाई छुपाए नहीं छुपती।
स्नानार्थी,1.0,NOUN,गंगा में स्नानार्थियों की भीड़ उमड़ पड़ी।
स्थिरीकरण,1.0,NOUN,आर्थिक स्थिरीकरण की आवश्यकता है।
स्थिरता,1.0,NOUN,जीवन में स्थिरता का होना महत्वपूर्ण है।
प्यालियाँ,1.0,NOUN,चाय की प्यालियाँ मेज पर रखी हैं।
प्यारेलाल,1.0,NOUN,प्यारेलाल गांव के सबसे प्रसिद्ध व्यक्ति हैं।
प्रक्र,1.0,NOUN,पर्यावरण संरक्षण की प्रक्र बहुत जटिल है।
स्मारकों,1.0,NOUN,दिल्ली में कई ऐतिहासिक स्मारकों का निर्माण हुआ था।
स्मरणीय,1.0,ADJ,यह एक स्मरणीय घटना थी।
स्फोट,1.0,NOUN,बम स्फोट से पूरा इलाका दहल गया।
प्रकृतिगत,1.0,ADJ,प्रकृतिगत बदलाव हमारे जीवन को प्रभावित करते हैं।
स्पॉटेड,1.0,ADJ,स्पॉटेड हिरण जंगल में देखा गया।
स्पीड,1.0,NOUN,गाड़ी की स्पीड सीमा से अधिक थी।
प्रकृत,1.0,ADJ,प्रकृत कारणों से वह चुप रहा।
छिपकली,1.0,NOUN,दीवार पर एक छिपकली बैठी है।
छिपकर,1.0,ADV,वह छिपकर बातें सुन रहा था।
अनसोचा,1.0,ADJ,उसने एक अनसोचा फैसला किया।
अनशन,1.0,NOUN,वे सरकारी नीतियों के खिलाफ अनशन कर रहे हैं।
अनुचरों,1.0,NOUN,राजा के अनुचरों ने विद्रोह कर दिया।
छिनी,1.0,VERB,उसने उससे किताब छिनी।
अनुगामी,1.0,NOUN,सम्राट के अनुगामी सदैव उनके साथ होते थे।
छितराना,1.0,VERB,उसने सड़क पर अनाज छितराना शुरू किया।
छुट्ट,1.0,ADJ,बाजार में छुट्ट पैसे नहीं थे।
अनुकरण,1.0,NOUN,महान व्यक्तियों का अनुकरण करना चाहिए।
स्पिक,1.0,NOUN,उसके पास नवीनतम स्पिक गिटार था।
स्पर्शमणि,1.0,NOUN,वह स्पर्शमणि का संग्रह करता है।
छुआने,1.0,VERB,वह फूल को छुआने का प्रयास कर रहा था।
स्नेहसिक्त,1.0,ADJ,उसकी आँखों में स्नेहसिक्त भावना थी।
प्रकाशनों,1.0,NOUN,उसने अपने प्रकाशनों से प्रसिद्धि पाई।
प्रजातियाँ,1.0,NOUN,वन्यजीव प्रजातियाँ खतरे में हैं।
स्वच्छताकर्मी,1.0,NOUN,स्वच्छताकर्मी शहर की स्वच्छता बनाए रखते हैं।
प्रजनन,1.0,NOUN,जीवों का प्रजनन प्राकृतिक प्रक्रिया है।
स्लोगन,1.0,NOUN,इस अभियान का स्लोगन बहुत प्रभावी है।
प्रचंडता,1.0,NOUN,बाढ़ की प्रचंडता से गांव तबाह हो गया।
अनदेखी,1.0,VERB,उसने मेरी बात अनदेखी कर दी।
अनदेखा,1.0,ADJ,वह अनदेखा खतरा सामने आ गया।
अनजानी,1.0,ADJ,वो एक अनजानी जगह थी।
अनंतर,1.0,CONJUNCTION,बैठक अनंतर खत्म हो गई।
अनंतनगर,1.0,NOUN,अनंतनगर में अनेक मंदिर हैं।
अनावृष्टि,1.0,NOUN,अनावृष्टि के कारण गांव में पानी की किल्लत हो गई है।
प्रचंड,1.0,ADJ,प्रचंड गर्मी ने लोगों को बेहाल कर दिया।
प्रक्षेपण,1.0,NOUN,रॉकेट का प्रक्षेपण सफलतापूर्वक किया गया।
अनामिका,1.0,NOUN,अनामिका ने अपनी नयी किताब प्रकाशित की।
अनाम,1.0,ADJ,अनाम पत्र में महत्वपूर्ण जानकारी लिखी थी।
प्रतिक्षण,1.0,ADV,वह प्रतिक्षण उसकी वापसी का इंतज़ार कर रही थी।
प्रतिक्रियाएँ,1.0,NOUN,लोगों की प्रतिक्रियाएँ महत्वपूर्ण होती हैं।
प्रतिकूल,1.0,ADJ,मौसम की प्रतिकूल स्थिति के कारण यात्रा रद्द कर दी गई।
स्यश्यामलाम्,1.0,ADJ,यह क्षेत्र स्यश्यामलाम् ध्रुवीय क्षेत्र के लिए प्रसिद्ध है।
प्रति क्षण,1.0,ADV,हमारे जीवन में प्रति क्षण का महत्व होता है।
स्वरूपों,1.0,NOUN,पानी का विभिन्न स्वरूपों में उपयोग होता है।
प्रतापी,1.0,ADJ,वह एक प्रतापी योद्धा था।
छायावादी,1.0,NOUN,छायावादी काव्य में प्रकृति का विशेष स्थान होता है।
स्वभावों,1.0,NOUN,लोगों के स्वभावों का समाज पर प्रभाव पड़ता है।
अध्य,1.0,VERB,उसने अपने कहानी के अध्य को पूरा किया।
अधोमुख,1.0,ADJ,उसका चेहरा अधोमुख हो गया जब उसने बुरी खबर सुनी।
छायादार,1.0,ADJ,बगीचे में छायादार पेड़ लगाए गए हैं।
छायाकार,1.0,NOUN,वह एक प्रसिद्ध छायाकार है।
अनवसर,1.0,ADJ,अनवसर समय में मिलने से वह खुश नहीं हुआ।
अनवर,1.0,ADJ,अनवर मेहनत से ही सफलता मिलती है।
अनल,1.0,NOUN,अनल के तेज में काशी भस्म हो गई।
छाने,1.0,VERB,बादल आसमान में घने छाने लगे।
अनभिज्ञ,1.0,ADJ,वह इस विषय से बिल्कुल अनभिज्ञ थे।
अनदेखे,1.0,ADJ,हमने कई अनदेखे स्थानों की यात्रा की।
स्वप्नों,1.0,NOUN,उसने अपने स्वप्नों को पूरा करने की ठान ली।
स्वदेशी,1.0,ADJ,स्वदेशी सामान का उपयोग बढ़ रहा है।
छिपाने,1.0,VERB,बच्चे ने किताबों के पीछे कुछ छिपाने की कोशिश की।
स्वाध्याय,1.0,NOUN,स्वाध्याय से ज्ञान में वृद्धि होती है।
छिपाना,1.0,VERB,उसका धन छिपाना अनुचित है।
छिपती,1.0,VERB,बिल्ली चुपके से छिपती हुई चल रही थी।
स्वाती,1.0,NOUN,स्वाती एक योग्य छात्रा है।
प्रणिधान,1.0,NOUN,योग अभ्यास में प्रणिधान का महत्व है।
अधिग्रह,1.0,NOUN,सरकार ने नई नीति के तहत अधिग्रह की घोषणा की।
अधिकृत,1.0,ADJ,वह अधिकृत व्यक्ति के रूप में काम कर रहा है।
अधिकारियों,1.0,NOUN,अधिकारियों ने मामले की जाँच की।
अन,1.0,ADJ,वह अनुकूली स्वभाव के व्यक्ति हैं।
अध्यात्म,,NOUN,अध्यात्म जीवन पर सकारात्मक प्रभाव डालता है।
अध्यायात्म,1.0,NOUN,अध्यायात्म के रहस्य को जानने की इच्छा थी।
प्रणम,1.0,VERB,उसे प्रणम करके सभी ने सम्मान दिया।
प्रज्ञा,1.0,NOUN,प्रज्ञा का सही उपयोग जीवन की दिशा बदल सकता है।
सड़कों,1.0,NOUN,सड़कों की मरम्मत का कार्य तेजी से हो रहा है।
स्वीकृत,1.0,ADJ,योजना को स्वीकृत कर दिया गया है।
प्रतिभागिता,1.0,NOUN,उसकी प्रतियोगिता में सक्रिय प्रतिभागिता थी।
प्रतिभ,1.0,NOUN,उसकी प्रतिभ अद्वितीय मानी जाती है।
स्वास,1.0,NOUN,स्वास की गहराई ध्यान में मदद करती है।
प्रतिपुष्टि,1.0,NOUN,उत्पाद की प्रतिपुष्टि ग्राहकों से ली गई।
प्रतिपुष्ट,1.0,VERB,आंकड़ों को प्रतिपुष्ट किया गया।
प्रतिद्वंद्व,1.0,NOUN,प्रतिद्वंद्व की कोई सीमा नहीं होती।
प्रतिद्वंदी,1.0,NOUN,वह एक मजबूत प्रतिद्वंदी साबित हुआ।
हंगामा,1.0,NOUN,बाजार में अचानक हंगामा मच गया।
प्रतिष्ठान,1.0,NOUN,उसने अपना नया प्रतिष्ठान शुरू किया।
प्रतिशोध,1.0,NOUN,उसने अपने मित्र से प्रतिशोध लिया।
अधमरे,1.0,ADJ,अधमरे व्यक्ति को अस्पताल ले जाया गया।
अधत्तत्व,1.0,NOUN,उसने अपने जीवन में अधत्तत्व का पालन किया।
अधजली,1.0,ADJ,अधजली मोमबत्ती जल रही थी।
अधखुला,1.0,ADJ,अधखुला दरवाजा हवा चलने से बंद हो गया।
अधकटी,1.0,ADJ,अधकटी सब्जी को अच्छे से धोया गया।
अद्वितीयता,1.0,NOUN,उसकी अद्वितीयता सबको प्रभावित करती है।
प्रतिरोध,1.0,NOUN,किसानों ने सरकार के खिलाफ प्रतिरोध किया।
छाज,1.0,NOUN,छानने के लिए छाज का उपयोग करो।
छाछा,1.0,NOUN,गर्मी में छाछा पीना फायदेमंद होता है।
छिड़कते,1.0,VERB,माली ने फूलों पर पानी छिड़कते हुआ कहा।
छिटके,1.0,VERB,जब मैंने दरवाजा खोला तो कागज छिटके।
छिटकना,1.0,VERB,गेंद खिड़की से छिटकना शुरू हुई।
अधिष्ठान,1.0,NOUN,इस मंदिर के अधिष्ठान की शोभा निराली है।
अधिभावक,1.0,NOUN,विद्यालय में प्रत्येक छात्र का एक अधिभावक होता है।
हँसाने,1.0,VERB,उसकी बातें हमेशा मुझे हँसाने लगती हैं।
हँसाना,1.0,VERB,मुझे बच्चों को हँसाना अच्छा लगता है।
हँसाता,1.0,VERB,वह अपने जोक्स से सबको हँसाता है।
हटने,1.0,VERB,भीड़ हटने में समय लगा।
हजारीप्रसाद,1.0,NOUN,हजारीप्रसाद हमारे परिवार के पुराने मित्र हैं।
छिछले,1.0,ADJ,छिछले पानी में खेलना मना है।
हज़ार,1.0,NOUN,हज़ार रुपए का नोट गायब हो गया।
हजम,1.0,VERB,भोजन को धीरे-धीरे चबाकर हजम करो।
हकीम,1.0,NOUN,पुराना हकीम हमेशा जड़ी-बूटियों से इलाज करता है।
हकदार,1.0,NOUN,मेहनत करने वाला ही सफलता का हकदार होता है।
हक के,1.0,ADJ,वह अपने हक के लिए लड़ रहा है।
हक,1.0,NOUN,हर व्यक्ति को अपने हक की रक्षा करनी चाहिए।
हंसों को राजा,1.0,NOUN,कहानी में हंसों को राजा ने न्याय दिया।
हंसों का राजा मरालदेव,1.0,NOUN,हंसों का राजा मरालदेव की कहानी प्रसिद्ध है।
हठपूर्वक,1.0,ADV,उसने हठपूर्वक अपनी बात मनवाई।
प्रतियोगिताएँ,,NOUN,वे विभिन्न प्रतियोगिताएँ में भाग लेते हैं।
हटो,1.0,VERB,"सड़क पर काम चल रहा है, कृपया हटो।"
हटेगा,1.0,VERB,जब काम का समय खत्म होगा तो वह हटेगा।
प्रतिमूर्ति,1.0,NOUN,उसकी प्रतिमूर्ति पूरे गांव में स्थापित है।
प्रतिभावान,1.0,ADJ,वह एक प्रतिभावान छात्र है।
प्रतिभागियों,1.0,NOUN,प्रतियोगिता में सभी प्रतिभागियों ने अच्छा प्रदर्शन किया।
प्रत्यूत्पन्न,1.0,ADJ,उसका प्रत्यूत्पन्न ज्ञान उसे हमेशा मदद करता है।
अथों,1.0,NOUN,अथों में उसका नाम लिखा है।
अथैय्या,1.0,INTERJECTION,अथैय्या! यह तो बहुत मजेदार है।
अथैया,1.0,INTERJECTION,अथैया! तुमने तो कमाल कर दिया।
अथाह,1.0,ADJ,अथाह समुद्र का नजारा अद्भुत था।
छलांग,1.0,NOUN,उसने ऊँची छलांग लगाई।
अधिकतम,1.0,ADJ,यह परीक्षा का अधिकतम अंक है।
छलनी,1.0,NOUN,आटा छलनी से छान लो।
छलना,1.0,VERB,किसी को छलना गलत बात है।
हटाते,1.0,VERB,मजदूर इमारत का मलबा हटाते रहे।
छलछल,1.0,INTERJECTION,छलछल नदी की ध्वनि सुनाई दी।
हटाओ,1.0,VERB,इस रास्ते से गाड़ी हटाओ।
हटाइए,1.0,VERB,कृपया अपने सामान को हटाइए।
हथेलियों,1.0,NOUN,उसने अपनी हथेलियों में मेहंदी लगाई।
हथियार,1.0,NOUN,सेना ने आधुनिक हथियार खरीदे।
हथियाने,1.0,VERB,उसने पूरा कारोबार हथियाने की योजना बनाई।
हत्या,1.0,NOUN,जासूस के पास हत्या का कोई सबूत नहीं था।
हताश,1.0,ADJ,वह परीक्षा में फेल होने पर बहुत हताश हो गया।
हतबुद्धि,1.0,ADJ,उसकी हतबुद्धि योजनाओं ने उसे कहीं नहीं पहुंचाया।
छलकता,1.0,VERB,उसके आँखों से छलकता पानी सब कुछ कह गया।
हत,1.0,ADJ,वह अपने प्रयासों में हत महसूस कर रहा था।
हड्ड,1.0,NOUN,खिलाड़ी के पैर की हड्ड टूट गई।
छाना,1.0,VERB,घने बादलों ने आसमान को छा लिया।
हड़पकर,1.0,VERB,उसने दुकान को हड़पकर बंद कर दिया।
छानबीन,1.0,NOUN,पुलिस ने घटना की गहरी छानबीन की।
हड़ताल,1.0,NOUN,कर्मचारी हड़ताल पर चले गए।
छानने,1.0,VERB,काढ़ा छानने का काम खत्म हो गया।
हमलावर,1.0,NOUN,हमलावर को पुलिस ने गिरफ्तार कर लिया।
हम लोग,1.0,PRON,हम लोग कल पार्टी में जाएंगे।
हम पर वह,1.0,PRON,हम पर वह निर्भर रहता है।
हम आपके,1.0,PRON,हम आपके साथ हैं।
हबड़,1.0,ADJ,वह हबड़ व्यक्ति किसी की नहीं सुनता।
छान कर,1.0,VERB,उसने चाय छान कर कप में डाली।
अतिरेक,1.0,NOUN,अतिरेक से बोलना कभी-कभी नुकसानदायक होता है।
अतिथियों,1.0,NOUN,अतिथियों का स्वागत बहुत अच्छे से किया गया।
अतिक्रमण,1.0,NOUN,अतिक्रमण की समस्या बढ़ती जा रही है।
अतिकाल,1.0,NOUN,अतिकाल में लिए गए निर्णय सही साबित हुए।
छात्राएं,1.0,NOUN,सभी छात्राएं समय पर स्कूल पहुंच गईं।
छात्रता,1.0,NOUN,छात्रता के दौरान उसने अनेक पुरस्कार जीते।
अदा,1.0,VERB,उसने सारे पैसे समय पर अदा किए।
प्रदर्शनों,1.0,NOUN,प्रदर्शनों में बड़ी संख्या में लोग इकट्ठा हुए।
प्रदर्शनी,1.0,NOUN,चित्र प्रदर्शनी देखने लोग बहुत आए।
हनुमान,1.0,NOUN,हनुमान को पूजा में याद किया जाता है।
हनीअट,1.0,NOUN,उन्होंने एक प्रसिद्ध हनीअट खरीदा।
हनन,1.0,NOUN,रचनात्मक हनन से बचना चाहिए।
हरबंस,1.0,NOUN,हरबंस आजकल विदेश में रहता है।
प्रदक्षिणाओं,1.0,NOUN,वे मंदिर की प्रदक्षिणाओं में भाग लेते हैं।
छनकर,1.0,VERB,सुरज की किरणें पेड़ों से छनकर आ रही थीं।
हरएक,1.0,PRON,हरएक व्यक्ति को न्याय मिलना चाहिए।
अड़ियल,1.0,ADJ,वह अड़ियल आदमी किसी की बात नहीं मानता।
अड़ना,1.0,VERB,वह अपने विचारों पर अड़ना पसंद करता है।
अड़तीस,1.0,NOUN,उसकी उम्र अड़तीस साल की है।
छत्तीसगढ़,1.0,NOUN,छत्तीसगढ़ में अनेक पर्यटक स्थल हैं।
अठारहवीं,1.0,ADJ,वह अठारहवीं सदी की बात कर रहा था।
छांव,1.0,NOUN,बड़े पेड़ की छांव में उसे आराम मिला।
अठखेलियाँ,1.0,NOUN,बच्चे पार्क में अठखेलियाँ कर रहे हैं।
अट्ठाईस,1.0,NOUN,परीक्षा में उसे अट्ठाईस नंबर मिले।
छाँव,1.0,NOUN,पेड़ की छाँव बहुत ठंडी लग रही थी।
अतुकांत,1.0,ADJ,उसने एक अतुकांत कविता लिखी।
अतिशयोक्ति,1.0,NOUN,उसकी बातों में अतिशयोक्ति स्पष्ट थी।
छाँटते,1.0,VERB,बुजुर्ग खेती के लिए प्याज छाँटते हैं।
छाँ,1.0,VERB,उसने पोछा लगाकर धूल छाँ दी।
हरिकुमार,1.0,NOUN,हरिकुमार कल दिल्ली जा रहे हैं।
हरिक,1.0,ADJ,हरिक चीज़ की अपनी अलग विशेषता होती है।
हराम,1.0,ADJ,उसने हराम काम करने से हमेशा मना किया।
छवियों,1.0,NOUN,उसने पुराने छवियों को संभालकर रखा है।
अञ्चल,1.0,NOUN,गांव का अञ्चल बहुत ही सुंदर है।
प्रधानाचार्या,1.0,NOUN,स्कूल की प्रधानाचार्या ने छात्रों को संबोधित किया।
प्रमाणपत्र,1.0,NOUN,कक्षा के अंत में प्रमाणपत्र वितरण किया गया।
प्रभुसत्ता,1.0,NOUN,देश की प्रभुसत्ता का सम्मान करना चाहिए।
प्रभुत्व,1.0,NOUN,सत्ता में आने के बाद उसका प्रभुत्व बढ़ गया।
अज्ञ,1.0,ADJ,वह उस विषय में अज्ञ था इसलिए उसने कुछ नहीं कहा।
छट्ठा,1.0,ADJ,वह कक्षा में छट्ठा आया।
छटाएँ,1.0,NOUN,सूर्यास्त की छटाएँ बहुत सुंदर होती हैं।
अणु,1.0,NOUN,हर पदार्थ अणु से मिलकर बना है।
छटपटाना,1.0,VERB,भूखा शेर शिकार के लिए छटपटाता है।
छटपटाएं,1.0,VERB,उन्हें स्वतंत्रता के लिए छटपटाएं देखा गया।
अड़े,1.0,VERB,वह अपनी राय पर अड़े रहे।
छब्बीस,1.0,NOUN,उसने छब्बीस साल बाद अपने घर का दौरा किया।
हरसे,1.0,VERB,बारिश के बाद पेड़-पौधे हरसे लग रहे थे।
हरसने,1.0,VERB,उसे नई नौकरी मिलने की खबर से हरसने लगा।
छपे,1.0,VERB,अखबार में उसका लेख छपेगा।
छपाना,1.0,VERB,उसने अपनी किताब खुद छपाई।
छपाई,1.0,NOUN,इस किताब की छपाई बहुत अच्छी है।
छपने,1.0,VERB,उसने कहा कि उसकी कहानी पत्रिका में छपने वाली है।
हरोभा,1.0,NOUN,मेरे गांव में हरोभा शब्द का विशेष महत्व है।
अजनबी,1.0,ADJ,वह शहर में एक अजनबी की तरह महसूस कर रहा था।
अजगर,1.0,NOUN,अजगर जंगल में देखा गया।
अच्छाछाछा,1.0,ADJ,खाना खिलाते समय उन्होंने बहुत अच्छ्छाछा व्यवहार किया।
प्रभावन,1.0,ADJ,यह एक प्रभावन फैसला था जिसने सबको प्रभावित किया।
अटेंशन,1.0,NOUN,उसने सभी छात्रों से अटेंशन मोड में खड़े होने को कहा।
प्रवर्तक,1.0,NOUN,वह इस विचार के प्रवर्तक माने जाते हैं।
अटपटा,1.0,ADJ,उनका सवाल बहुत अटपटा था।
अटके,1.0,VERB,गाड़ी कीचड़ में अटके रह गए।
अटकी,1.0,VERB,उसकी साड़ी की धागा दरवाजे में अटकी।
अटकाव,1.0,NOUN,काम में कोई अटकाव नहीं आना चाहिए।
अटकते,1.0,VERB,लोग रास्ते में अटकते रहे।
प्रयोगात्मक,1.0,ADJ,यह एक प्रयोगात्मक योजना है।
हरिष,1.0,ADJ,वह हरिष स्वभाव का व्यक्ति है।
हरियाला,1.0,ADJ,बारिश के कारण हरियाला वातावरण हो गया।
हवन,1.0,NOUN,उन्होंने घर पर हवन कराया।
चढ़ना,1.0,VERB,हम पहाड़ चढ़ने जा रहे हैं।
हल्क,1.0,NOUN,हल्क ने अपनी शक्तियों का प्रदर्शन किया।
हले,,ADJ,वे हले हुए रोजाना टहलते हैं।
हलाहल,1.0,NOUN,शिव ने हलाहल विष को गले में धारण किया।
हलवाहा,1.0,NOUN,गांव में हलवाहा खेती करता है।
हलवारा,1.0,NOUN,हलवारा का सम्बन्ध मिठाई से हो सकता है।
हाँफकर,1.0,ADV,वह रेस खत्म करने के बाद हाँफकर बैठ गया।
हाँफ,1.0,VERB,तेज़ दौड़ के बाद वह हाँफने लगा।
हस्ती,1.0,NOUN,वहां की ऐतिहासिक हस्ती बहुत प्रसिद्ध है।
चौसा,1.0,NOUN,चौसा आम का स्वाद सबसे अच्छा होता है।
हस्तकर्म,1.0,NOUN,हस्तकर्म से बनी चीजें बहुत सुंदर होती हैं।
हस्त,1.0,NOUN,वह अपने हस्त से चित्र बनाता है।
हसरत,1.0,NOUN,उसकी हसरत है कि वह एक दिन विश्व भ्रमण करे।
हवेली,1.0,NOUN,पुरानी हवेली के दरवाजे खटखटा रहे थे।
हवाले,1.0,NOUN,पुलिस ने संदिग्ध को अदालत के हवाले कर दिया।
हवाओं,1.0,NOUN,इन हवाओं में एक अलग सी ताजगी है।
चौराहों,1.0,NOUN,शहर के कई चौराहों पर ट्रैफिक पुलिस तैनात है।
चौराहा,1.0,NOUN,हम चौराहा पार करके सिनेमा हॉल पहुंचे।
हाजिरी,1.0,NOUN,स्कूल में रोज हाजिरी लगाना अनिवार्य है।
छत्तीस,1.0,ADJ,उसने छत्तीस नई किताबें खरीदीं।
हाजमा,1.0,NOUN,मसालेदार खाना खाने से हाजमा खराब हो गया।
हाईस्कूल,1.0,NOUN,उसने अपने हाईस्कूल की पढ़ाई दिल्ली में की।
हाईडेलबर्ग,1.0,NOUN,वह पिछले साल हाईडेलबर्ग घूमने गई थी।
छठी,1.0,ADJ,वह कक्षा छठी में पढ़ता है।
हाइड्रोजन,1.0,NOUN,पानी हाइड्रोजन और ऑक्सीजन से बनता है।
अचकचाना,1.0,VERB,बिल्ली को देखकर चूहा अचकचाया।
अचकचा कर,1.0,ADV,वह अचानक अचकचा कर खड़ा हो गया।
छठा,1.0,ADJ,आज छठा दिन है जब वह स्कूल गया है।
छठवें,1.0,ADJ,उन्हें छठवें स्थान पर स्थान मिला।
अग्रवाल,1.0,NOUN,अग्रवाल परिवार व्यापार में अग्रणी है।
अग्रज,1.0,NOUN,मेरा अग्रज हमेशा मेरी मदद करता है।
अजेयता,1.0,NOUN,उसकी अजेयता ने उसे सबका पसंदीदा बना दिया।
अजीबोगरीब,1.0,ADJ,उसकी अजीबोगरीब हरकतें सभी का ध्यान आकर्षित करती हैं।
प्रमुदित,1.0,ADJ,उसका प्रमुदित चेहरा उसकी खुशी दर्शाता था।
अजितसर,1.0,NOUN,अजितसर में कई धार्मिक स्थल हैं।
अज़ीमुल्ला,1.0,NOUN,अज़ीमुल्ला की कहानी प्रेरणादायक है।
प्रशंसनीय,1.0,ADJ,उसका कार्य प्रशंसनीय है।
प्रश,1.0,NOUN,प्रश का अर्थ है प्रश्न।
